Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-09-15 11:21:00-04:00,117.24,117.24,117.11,117.12,238789,0,0
2020-09-15 11:22:00-04:00,117.12,117.2,117.09,117.17,157235,0,0
2020-09-15 11:23:00-04:00,117.17,117.28,117.15,117.24,172441,0,0
2020-09-15 11:24:00-04:00,117.24,117.27,117.16,117.18,160251,0,0
2020-09-15 11:25:00-04:00,117.19,117.19,117.03,117.11,237699,0,0
2020-09-15 11:26:00-04:00,117.1,117.18,116.93,117.03,300306,0,0
2020-09-15 11:27:00-04:00,117.04,117.12,116.97,117.08,178300,0,0
2020-09-15 11:28:00-04:00,117.08,117.18,117.07,117.18,183184,0,0
2020-09-15 11:29:00-04:00,117.18,117.22,117.13,117.14,219687,0,0
2020-09-15 11:30:00-04:00,117.15,117.22,117.12,117.19,156431,0,0
2020-09-15 11:31:00-04:00,117.18,117.4,117.17,117.39,275805,0,0
2020-09-15 11:32:00-04:00,117.4,117.57,117.37,117.55,377486,0,0
2020-09-15 11:33:00-04:00,117.55,117.56,117.47,117.52,228321,0,0
2020-09-15 11:34:00-04:00,117.52,117.53,117.39,117.42,295019,0,0
2020-09-15 11:35:00-04:00,117.42,117.53,117.34,117.37,263915,0,0
2020-09-15 11:36:00-04:00,117.39,117.47,117.36,117.4,166603,0,0
